"cc_iso3c","dqa_cap_dqi","dqa_crm_dqi","dqa_dig_dqi","dqa_ffm_dqi","dqa_hrm_dqi","dqa_inc_dqi","dqa_int_dqi","dqa_opn_dqi","dqa_pol_dqi","dqa_pro_dqi","dqa_reg_dqi","dqa_tax_dqi","dqa_overall","dqa_fimp","dqa_avl_smpl"
"NER",0,0.5093589757089744,0,0.4722222222222222,0,0,0.06094771266830065,0.10833333437500002,0,0,0,0.21296296296296297,0.11365210066145502,7,0.12068965517241378
"NFK",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"NGA",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.5750000024166667,0,0,0,0.21296296296296297,0.24957938868065438,5,0.3448275862068966
"NIC",0,0,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.42263071995424834,0.48611111319444444,0,0,0,0.21296296296296297,0.17819762189819355,6,0.25
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"NLD",0.3333333333333333,0.8547008567008547,0.5811965811965811,0.7203703703703703,0.6728395061728395,0.7222222284722224,0.5686274519803922,0.9277777819027778,1,0.5740740740740741,0.962962962962963,0.8518518518518519,0.7308297499181884,0,0.9827586206896551
"NOR",0.3333333333333333,0.8547008567008547,0.5811965811965811,0.8888888888888888,0.6728395061728395,0.7222222284722224,0.5076797393120915,0.9277777819027778,1,0.7222222222222222,0.962962962962963,0.8518518518518519,0.7521396627513856,0,0.9913793103448276
"NPL",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.3616830072859477,0.663888891638889,0,0,0,0.21296296296296297,0.2303800420219534,5,0.3275862068965517
"NRU",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0,0.034336419839891975,10,0.02586206896551724
"NZL",0.3333333333333333,0.8547008567008547,0,0.8888888888888888,0.5777777777777777,0.3750000031250001,0.5076797393120915,0.9277777819027778,1,0.4444444444444444,0.962962962962963,0.8518518518518519,0.6437014700249986,1,0.8275862068965517
"OMN",0,0,0,0.4388888888888889,0,0,0.04133986953104575,0.19722222359722225,0,0,0,0.21296296296296297,0.07420116208167665,8,0.06034482758620689
"PAK",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.2569867961158396,5,0.35344827586206895
"PAN",0,0,0,0.4388888888888889,0,0,0.10228758219934642,0.663888891638889,0,0,0,0.21296296296296297,0.1181690271408406,8,0.11206896551724138
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"PER",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0.4444444444444444,0,0.4907407407407407,0.31717198130102475,4,0.39655172413793105
"PHL",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.3616830072859477,0.663888891638889,0,0,0,0.21296296296296297,0.2303800420219534,5,0.3275862068965517
"PLW",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.05208333342013889,9,0.034482758620689655
"PNG",0,0,0,0.4722222222222222,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.0661265432966821,9,0.04310344827586207
"POL",0.3333333333333333,0.8547008567008547,0.5811965811965811,0.8888888888888888,0.6728395061728395,0.7222222284722224,0.5454248376013072,0.9277777819027778,1,0.7222222222222222,0.962962962962963,0.8518518518518519,0.7552850876088202,0,0.9913793103448276
"PRI",0,0,0,0,0,0,0,0.08888888922222223,0,0,0,0.21296296296296297,0.025154321015432097,10,0.017241379310344827
"PRK",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0,0.034336419839891975,10,0.02586206896551724
"PRT",0,0.715897437697436,0.5811965811965811,0.8888888888888888,0.6728395061728395,0.7222222284722224,0.5454248376013072,0.9277777819027778,1,0.7222222222222222,0.962962962962963,0.8518518518518519,0.7159403582474242,1,0.853448275862069
"PRY",0,0.5093589757089744,0,0.6074074074074074,0,0,0.10228758219934642,0.28611111281944446,0,0,0,0.21296296296296297,0.14317733675817795,7,0.15517241379310345
"PSE",0,0.5093589757089744,0,0.3037037037037037,0,0,0.06094771266830065,0.08888888922222223,0,0,0,0.21296296296296297,0.09798852035551366,7,0.11206896551724138
"PYF",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"QAT",0,0.5093589757089744,0,0.6074074074074074,0,0,0.04133986953104575,0.19722222359722225,0,0,0,0.21296296296296297,0.13069095326730107,7,0.13793103448275862
"REU",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"ROU",0,0.5093589757089744,0.5811965811965811,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.46307189642483665,0.7500000034583334,1,0.7222222222222222,0.33888888888888885,0.7129629629629629,0.5293917944989833,1,0.6637931034482758
"RUS",0.3333333333333333,0,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.48864379184967316,0.663888891638889,0,0,0,0.8518518518518519,0.3010598226498956,5,0.46551724137931033
"RWA",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.3616830072859477,0.19722222359722225,0,0,0,0.21296296296296297,0.19149115301848116,5,0.28448275862068967
"SAU",0,0,0,0.6074074074074074,0,0,0.04133986953104575,0.19722222359722225,0,0,0,0.21296296296296297,0.08824437195821987,8,0.06896551724137931
"SDN",0,0,0,0.4722222222222222,0,0,0.06094771266830065,0.10833333437500002,0,0,0,0.21296296296296297,0.07120551935237382,8,0.05172413793103448
"SEN",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.5750000024166667,0,0,0,0.21296296296296297,0.24957938868065438,5,0.3448275862068966
"SGP",0.3333333333333333,0,0,0.4388888888888889,0.29259259259259257,0.3750000031250001,0.3310457523839869,0.663888891638889,0,0,0,0.7129629629629629,0.26230936874380445,5,0.41379310344827586
"SGS",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SJM",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SLB",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.05208333342013889,9,0.034482758620689655
"SLE",0,0,0,0.6074074074074074,0,0,0.10228758219934642,0.5750000024166667,0,0,0,0.21296296296296297,0.12480482958219863,8,0.11206896551724138
"SLV",0,0,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.21454021480675836,6,0.28448275862068967
"SMR",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.05208333342013889,9,0.034482758620689655
"SOM",0,0,0,0.4722222222222222,0.29259259259259257,0.11666666666666667,0.320343137754902,0.10833333437500002,0,0,0,0,0.10917982946761529,7,0.1810344827586207
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SRB",0,0.5093589757089744,0.5811965811965811,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.305419844548888,4,0.46551724137931033
"SSD",0,0,0,0.4722222222222222,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.0661265432966821,9,0.04310344827586207
"STP",0,0,0,0.4722222222222222,0,0,0.06094771266830065,0.10833333437500002,0,0,0,0.21296296296296297,0.07120551935237382,8,0.05172413793103448
"SUR",0,0,0,0.3037037037037037,0,0,0,0.48611111319444444,0,0,0,0.21296296296296297,0.08356481498842593,9,0.06896551724137931
"SVK",0.3333333333333333,0.791965813765812,0.5811965811965811,0.7296296296296296,0.6728395061728395,0.7222222284722224,0.5290849683202614,0.5500000030833334,1,0.7222222222222222,0.962962962962963,0.7129629629629629,0.6923683510101801,0,0.9310344827586207
"SVN",0.3333333333333333,0.8547008567008547,0.5811965811965811,0.8888888888888888,0.6728395061728395,0.7222222284722224,0.5686274519803922,0.8388888926805557,1,0.7222222222222222,0.962962962962963,0.8518518518518519,0.7498112313718921,0,0.9913793103448276
"SWE",0.3333333333333333,0.8547008567008547,0.5811965811965811,0.8888888888888888,0.6728395061728395,0.7222222284722224,0.5454248376013072,0.9277777819027778,1,0.7222222222222222,0.962962962962963,0.8518518518518519,0.7552850876088202,0,0.9913793103448276
"SWZ",0,0.5093589757089744,0,0.6074074074074074,0,0,0.10228758219934642,0.19722222359722225,0,0,0,0,0.11802301574274587,8,0.13793103448275862
"SXM",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"SYC",0,0.5093589757089744,0,0.4388888888888889,0,0,0.04133986953104575,0.10833333437500002,0,0,0,0.21296296296296297,0.10924033595557266,7,0.12068965517241378
"SYR",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.05208333342013889,9,0.034482758620689655
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"TCD",0,0,0,0.6074074074074074,0,0,0.04133986953104575,0.10833333437500002,0,0,0,0.21296296296296297,0.08083696452303468,8,0.06034482758620689
"TGO",0,0.5093589757089744,0,0.3037037037037037,0.2324074074074074,0.11666666666666667,0.3575980399656863,0.19722222359722225,0,0,0,0.21296296296296297,0.16082666500105197,5,0.25
"THA",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.2569867961158396,5,0.35344827586206895
"TJK",0,0,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.3919934650522876,0.19722222359722225,0,0,0,0.21296296296296297,0.1515704431899283,6,0.21551724137931033
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"TKM",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0,0.034336419839891975,10,0.02586206896551724
"TLS",0,0,0,0.4722222222222222,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.0661265432966821,9,0.04310344827586207
"TON",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.05208333342013889,9,0.034482758620689655
"TTO",0,0,0,0.6074074074074074,0,0,0.10228758219934642,0.663888891638889,0,0,0,0.21296296296296297,0.1322122370173838,8,0.12068965517241378
"TUN",0,0.5093589757089744,0,0.6074074074074074,0.24074074074074073,0,0.10228758219934642,0.663888891638889,0,0,0,0.21296296296296297,0.19472054672152672,6,0.22413793103448276
"TUR",0.3333333333333333,0.8547008567008547,0.5811965811965811,0.7537037037037037,0.6728395061728395,0.7222222284722224,0.4877450987892157,0.9277777819027778,1,0.14814814814814814,0.962962962962963,0.35185185185185186,0.649706837769541,0,0.896551724137931
"TUV",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0,0.034336419839891975,10,0.02586206896551724
"TWN",0,0,0,0.4388888888888889,0.29259259259259257,0.2583333364583334,0.3919934650522876,0.08888888922222223,0,0,0,0.21296296296296297,0.14030501126477396,6,0.20689655172413793
"TZA",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.2354590180776451,5,0.33620689655172414
"UGA",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.42263071995424834,0.5750000024166667,0,0,0,0.21296296296296297,0.22805161064245993,5,0.3275862068965517
"UKR",0,0,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.21454021480675836,6,0.28448275862068967
"UMI",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"URY",0,0,0,0.4388888888888889,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.20049700493021516,6,0.27586206896551724
"USA",0.3333333333333333,0.34534188099188035,0,0.8888888888888888,0.6728395061728395,0.7222222284722224,0.5686274519803922,0.9277777819027778,1,0,0.7521604938271605,0.7314814814814814,0.578556087254248,2,0.7413793103448276
"UZB",0,0,0,0.3037037037037037,0,0,0,0.48611111319444444,0,0,0,0.21296296296296297,0.08356481498842593,9,0.06896551724137931
"VAT",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"VCT",0,0,0,0.3037037037037037,0,0,0,0.5750000024166667,0,0,0,0.21296296296296297,0.09097222242361111,9,0.07758620689655173
"VEN",0,0,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.21454021480675836,6,0.28448275862068967
"VGB",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"VIR",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"VNM",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.5750000024166667,0,0,0,0.21296296296296297,0.24957938868065438,5,0.3448275862068966
"VUT",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.05208333342013889,9,0.034482758620689655
"WLF",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"WSM",0,0,0,0.3037037037037037,0,0,0,0.10833333437500002,0,0,0,0.21296296296296297,0.05208333342013889,9,0.034482758620689655
"YEM",0,0.5093589757089744,0,0.6074074074074074,0,0,0.10228758219934642,0.19722222359722225,0,0,0,0.21296296296296297,0.13576992932299278,7,0.14655172413793102
"ZAF",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.3750000031250001,0.42263071995424834,0.663888891638889,0,0,0,0.7314814814814814,0.3001966726590494,5,0.3879310344827586
"ZMB",0,0,0,0.6074074074074074,0,0,0.10228758219934642,0.663888891638889,0,0,0,0.21296296296296297,0.1322122370173838,8,0.12068965517241378
"ZWE",0,0.5093589757089744,0,0.6074074074074074,0.29259259259259257,0.11666666666666667,0.42263071995424834,0.663888891638889,0,0,0,0.21296296296296297,0.2354590180776451,5,0.33620689655172414
